brand,color,desc,retailPrice,title
ASOS DESIGN,black,"Mini dress by ASOS DESIGN    Big looks Crew neck Puff sleevesElasticated cuffsBelted waistLace-up, open back Skater styleRegular fitTrue to size",22.4,ASOS DESIGN faux-leather belted strappy back mini dress in black
ASOS DESIGN,pink,Dress by ASOS DESIGN    Crack the dress codeSpread collarV-neckPuff sleevesElasticated cuffsWrap frontRegular fitTrue to size,14,ASOS DESIGN mini wrap shirt dress in bubblegum pink
Pieces Maternity,camel,Maternity dress by PIECES    Your new go-toPlain designHigh neckLong sleevesRelaxed fit    Designed to fit you from bump to baby,18,Pieces Maternity sweater dress with high neck in camel
Noisy May,leopard print,Dress by Noisy MayShot by one of our stylists at homeLeopard designHigh neckLong sleevesButton-through frontFrill detailsSlim fitClose-fitting cut #AtHomeWithASOS,48,Noisy May denim shirt dress with ruffle bib detail in leopard
UNIQUE21,green floral,Mini dress by Unique 21    Coming soon to your Saved ItemsFloral printHigh neckThree-quarter-length sleevesButton-through frontSmock styleRegular fitTrue to size,21,Unique21 mini smock dress in green floral
ASOS DESIGN,pink,Mini dress by ASOS DESIGN    For that thing you have to go toFully linedHalter neck with ring detailCropped overlayHanky hemRegular fitJust select your usual size,41.2,ASOS DESIGN mini dress with double layer in cutwork lace
Femme Luxe,black,Mini dress by Femme Luxe    Your new go-toV-neck Button placketLong sleevesRegular fitTrue to size,13.6,Femme Luxe knitted button detail mini dress in black
New Look,dark gray,Midi dress by New Look     Crack the dress codeSquare neckLong sleevesRuched drawstring sideBody-Conscious fit Figure-hugging cut ,11.9,New Look ruched side slit midi dress in gray
River Island,pink,Dress by River Island    Très chicHigh neckBalloon sleevesButton-keyhole backZip-back fastening with hook and eyeSlim fitClose-fitting cut ,63.2,River Island under seam balloon sleeved body-conscious mini dress in pink
Flounce London,black,Dress by Flounce London    You choose the occasionV-neckLong sleevesWrap frontRuched detailsSlim fitClose-fitting cut ,21,Flounce London velvet wrap dress with ruched side in black
Little Mistress Tall,grey,Tall dress by Little Mistress    For that thing you RSVPd to    V-neckPleat detailing     Padded cups Bead embellished Embroidered design Thigh split Stretch shirred back     Regular fitJust select your usual size,35.5,Little Mistress Tall tulle maxi dress with side split and lace detail
ASOS Petite,forest green,Petite dress by ASOS DESIGN         Cute dressRound neckStretch shouldersLong sleevesRuched frontSkater skirtRegular fitTrue to size,32,ASOS DESIGN Petite textured ruched sweetheart mini skater dress in forest green
Miss Selfridge,black,Mini dress by Miss Selfridge    Your new favorite dressSquare-cut neck and backPuff sleevesRegular fitTrue to size,14.65,Miss Selfridge puff sleeve mini dress in black
b.Young,black,Dress by b.YoungWorn and shot by one of our models at homeV-neckShort sleevesOversized fitRelaxed and roomy #AtHomeWithASOS,38,b.Young v-neck oversized dress in black
Weekday,black,Mini dress by Weekday    Serious add-to-bag potentialPlain designCrew neckLong sleevesPeplum hemSmock styleRelaxed fitLoose cut,16.8,Weekday Erina mini smock dress with peplum hem in black
Little Mistress,beige,Dress by Little Mistress    Add-to-bag potential: considerable    V-neckContrast last trims Fluted sleeves Zip-back fastening Regular fitJust select your usual size,28.9,Little Mistress flute sleeve skater mini dress with lace detail
ASOS DESIGN,blues,Dress by ASOS DESIGN    Cue the group photoshootLined deisgn    High neckRuched detailing to bodySide-zip fasteningPleated skirtMaxi lengthRegular fitJust select your usual size,58.2,ASOS DESIGN Bridesmaid pinny maxi dress with ruched bodice
Lola May,black,Dress by Lola May    Crack the dress codeHigh neckButton placketVolume sleevesCrochet-lace trimsRelaxed fitSlouchy cut,17.5,Lola May smock dress with volume sleeves
ASOS Curve,oxblood,Plus-size dress by ASOS DESIGN          Crack the dress code    V-neckPuff sleeves    Elasticated cuffs     Wrap frontPleated skirtTie backRegular fitTrue to size,32.4,ASOS DESIGN Curve puff sleeve velvet wrap pleat midi dress in oxblood
River Island,denim mid,Dress by River Island    Serving laid-back luxePoint collarButton placketButton chest pocketsBelted waistRegular fitTrue to size,38.4,River Island belted denim mini dress in mid blue
Vero Moda,black floral,Dress by Vero Moda    Crack the dress codeFloral designV-neck Volume sleevesElasticated cuffsWrap frontSoft pleats to bustRuched waist Regular fitTrue to size,38.35,Vero Moda chiffon skater dress in dark floral
Daisy Street,bottle green,Dress by Daisy Street    Laid-back looksPlain designCrew neckDrop shouldersRibbed trimsOversized fitRelaxed and roomyExclusive to ASOS,25.6,Daisy Street oversized sweatshirt dress in green
ASOS Maternity,pink floral,Maternity dress by ASOS DESIGN    Crack the dress codeAll-over floral printV-neck    Puff sleevesDeep cuffsWrap frontTie sideHigh-low hem    Regular fitDesigned to fit you from bump to baby,20.7,ASOS DESIGN Maternity long sleeve detail midi dress in pink floral
ASOS DESIGN,mink,Mini dress by ASOS DESIGN    Très chicNotch collarLong sleevesV-front Gathered wrap skirt Cut-out backBody-Conscious fit Figure-hugging cut ,18.9,ASOS DESIGN long sleeve ruched shirt drape mini dress in mink
ASOS DESIGN,black,Mini dress by ASOS DESIGN    The scroll is over     Crew neck    Padded shoulders    Long sleeves    Fitted cuffsSlogan print to chest    Relaxed fitSlouchy cut,13.05,ASOS DESIGN padded shoulder mini sweater dress in black with cheers baby logo
Weekday,khaki,Dress by WeekdayYour new go-toCrew neckDrop shouldersFrill hem Smock style Oversized fitRelaxed and roomy ,24,Weekday Erina mini smock dress with peplum hem in khaki
Y.A.S,rust,"Dress by Y.A.S    If in doubt, knitwearRibbed designRoll neckLong sleevesSide splitSlim fitClose-fitting cut",34.1,Y.A.S long sleeve turtleneck sweater dress in rust
ASOS DESIGN,olive,Maxi dress by ASOS DESIGN    The scroll is over     Spread collar    Puff shouldersLong sleeves    Button cuffs    Button-through front    Tie waistRegular fitTrue to size,63.2,ASOS DESIGN Leather look maxi shirt dress in olive
Liquorish,multi animal,Dress by Liquorish    Cute dressAll-over animal printV-neckShort sleevesRegular fitTrue to size,57,Liquorish mini dress in animal print
TFNC Maternity,emerald green,Maternity dress by TFNC    For that thing you have to go toFully linedV-neckLong sleevesKnot front Zip-back fasteningRegular fit    Designed to fit through all stages of pregnancyExclusive to ASOS,41.4,TFNC Maternity Bridesmaid twist knot wrap maxi dress in emerald green
Queen Bee,red multi,Maternity dress by Queen Bee    Doing it for the glamAll-over spot printRound neckLong sleevesRuffle trimsRegular fitDesigned to fit you from bump to baby,64,Queen Bee Maternity frill sleeve mini dress in red spotted print
ASOS DESIGN,animal print,Midi dress by ASOS DESIGN     Coming soon to your Saved Items    Leopard printCrew neckLong sleevesRegular fitTrue to size,18,ASOS DESIGN long sleeve midi dress in leopard print
ASOS DESIGN,leopard print,"Dress by ASOS DESIGN    Crack the dress codeLeopard printHigh neck    Puff sleevesShirred, stretch cuffsThigh-high splitRegular fitTrue to size",17.85,ASOS DESIGN high neck midi dress with shirred cuffs in leopard print
ASOS Curve,winter wine,Plus-size dress by ASOS DESIGN          Crack the dress code V-neckEmbroidered Peter Pan collarShort sleevesFitted cuffsButton-through frontRegular fitTrue to size,40,ASOS DESIGN Curve button through midi tea dress with embroidered peter pan collar in rust
AX Paris,black,Mini dress by AX Paris     Coming soon to your Saved ItemsCrew neck    Puff sleeves     Zip-back fasteningBody-Conscious fit Figure-hugging cut ,32,AX Paris pu volume puff sleeve mini body-conscious dress in black
Missguided Petite,black,"Petite dress by Missguided         The scroll is overAll-over spot print     Square neck    Long sleeves    Shirred, stretch cuffs and bodice     Regular fitTrue to size",33.6,Missguided Petite midi dress in black dalmatian
Collusion,mauve,Mini dress by COLLUSION    As seen on @yarelisdenisePlain design    V-neck    Button-through frontLong sleevesRegular fitTrue to sizeExclusive to ASOS,10.15,COLLUSION rib button through mini dress in mauve
UNIQUE21,black,Dress by Unique 21    Crack the dress codeSpread collarPress-stud placketDrop shouldersDrawstring waist Oversized fitRelaxed and roomy ,45,Unique21 oversized shirt dress
ASOS Tall,navy,Tall dress by ASOS DESIGN    Crack the dress code    Plain design     V-neckLong sleeves    Elasticated cuffs     Wrap frontElasticated waistRelaxed fitSlouchy cut,16.2,ASOS DESIGN Tall mini wrap shirt dress in navy
TFNC,taupe,"Dress by TFNC    Takes you from the ceremony to the dancefloor    Crochet lace yokeV-neck    Fixed strapsSleeveless styleZip-back fasteningMidi lengthRegular fit No surprises, just a classic cutExclusive to ASOS",32.3,TFNC Bridesmaid halter neck midi dress with lace inserts in taupe
TFNC,navy,Dress by TFNC    Destination: dancefloorV-neckWrap frontKimono sleevesButton-keyhole backZip-back fasteningRegular fitTrue to size,17.3,TFNC Bridesmaid satin wrap midi dress with kimono sleeve in navy
In The Style,navy,Dress by In The Style    You choose the occasionHigh neckLong sleevesOpen backZip and button-keyhole fasteningSlim fitClose-fitting cut Exclusive to ASOS,34.2,In The Style exclusive sequin high neck 2 in 1 mini dress in navy
New Look,black,Dress by New Look    Your new go-toPlain designV-neckLong sleevesButton placketTie waistSlim fitClose-fitting cut,19.8,New Look soft ribbed tie belt dress in black
Miss Selfridge,red,"Mini dress by Miss Selfridge    Cute dressPolka-dot design Scoop neck Long sleevesShirred, stretch cuffsElasticated waist Regular fitTrue to size",22.05,Miss Selfridge polka dot mini dress in red
In The Style,stripe,Dress by In The Style    Cute dressAll-over check printHigh neckLong sleevesCut-out frontButton-keyhole backFrill trimZip-back fasteningBody-Conscious fitFigure-hugging cut,28.8,In The Style high neck cut-out dress with tie back in pink
Zemeta,dusty pink,Dress by Zemeta    Coming soon to your Saved ItemsRound neckSleeveless styleTie-dye top Contrast mesh panel Ruched skirt Body-Conscious fit Figure-hugging cut ,32.9,Zemeta body-conscious dress with ruched front & contrast tie-dye cut out
ASOS Tall,leopard print,Tall dress by ASOS DESIGN    Your new favorite dressAll-over leopard print     Tie neck    Drop shoulders    Elasticated cuffs    Tiered skirt     Smock styleRelaxed fitLoose cut,13.5,ASOS DESIGN Tall tiered smock dress in leopard print
NaaNaa,burgundy,Dress by NaaNaa    Cue the party playlist    Off-shoulder style    Long sleevesFrill trim with tie Ruched sides     Zip-side fasteningBody-Conscious fit Figure-hugging cut ,19,NaaNaa off-the-shoulder frill long sleeve dress in burgundy
TFNC,emerald green,Maxi dress by TFNC    Takes you from the ceremony to the dancefloor    V-neckWrap frontPleated skirtOpen back with tie Bow detail Zip-back fasteningMaxi lengthRegular fitJust select your usual sizeExclusive to ASOS,36.1,TFNC Bridesmaid maxi dress with bow back in emerald green
Lavish Alice,chocolate,Dress by Lavish Alice    Going somewhere?Asymmetric neckLong sleevesZip back fasteningRegular fitTrue to size,49.05,Lavish Alice velvet sequin cut out wrap dress in chocolate
ASOS Tall,navy floral print,Tall dress by ASOS DESIGN    Crack the dress codeFloral designV-neckLong sleevesElasticated cuffsRegular fitTrue to size,17.5,ASOS DESIGN Tall mini plisse long sleeve v neck dress in navy micro floral
Missguided,black,Mini dress by Missguided    Coming soon to your Saved ItemsHigh neckLong sleeveRuched skirtTie detailBody-conscious fitFigure-hugging cut,14.7,Missguided high neck mini dress with ruched front in black
ASOS Petite,black,Petite dress by ASOS DESIGN      Worth making plans forFloral embroideryDelicate lace trimsV-neckSkater-style skirtZip-back fasteningRegular fitJust select your usual size ,43.65,ASOS DESIGN Petite embroidered mini dress with lace trims in black
Only Curve,khaki,Plus-size dress by Only       An easy wardrobe winHigh neckButton-keyhole front Tiered hemSmock styleRegular fitTrue to size ,18.55,Only Curve midi smock dress with tiering in khaki
I Saw It First,cream,"Dress by I Saw It First     If in doubt, knitwearHigh neck Drop shouldersWide sleevesAdjustable tie waistOversized fitRelaxed and roomy",19.6,I Saw It First knitted sweater dress with belt in cream
Femme Luxe,black,Dress by Femme Luxe    Doing it for the glamRuched designSquare neckCami strapsBody-Conscious fitFigure-hugging cut,17.85,Femme Luxe ruched midi dress in black
NaaNaa,stone,Dress by NaaNaa    Crack the dress codeV-neckLong sleevesBelted waistRibbed trimsSlim fitClose-fitting cut ,24.25,NaaNaa v neck knit sweater dress in stone
ASOS DESIGN,cream,"Midi dress by ASOS DESIGN     Cozy, meet chicHigh neck Ribbed bell sleevesSide splits Ribbed trims Body-Conscious fit Figure-hugging cut ",15.3,ASOS DESIGN knitted dress with bell sleeve detail in cream
ASOS DESIGN,black/white check,Mini dress by ASOS DESIGNComing soon to your Saved ItemsCheck designSpread collarButton-through frontDrop shouldersButton cuffs Relaxed fitLoose cut ,25.2,ASOS DESIGN button through mini shirt dress in boucle check
ASOS DESIGN,black,Dress by ASOS DESIGN    You choose the occasionHigh neckRuched puff sleevesContrast insertsButton-keyhole backRegular fitTrue to size,19.55,ASOS DESIGN babydoll mini dress with sheer yoke in jacquard in black
Fashionkilla,emerald green,Dress by Fashionkilla    Doing it for the glamGlitter designCrew neckLong sleevesPadded shouldersRuched detailsBody-Conscious fitFigure-hugging cut,15.3,Fashionkilla glitter ruched front mini dress with shoulder pads in emerald green
Derek Lam 10 Crosby,blue multi,Dress by Derek Lam 10 Crosby    Coming soon to your Saved ItemsColor-block design     V-neck    Short sleeves    Side pocketsRegular fitTrue to size,150.5,Derek Lam 10 Crosby paneled colorblock dress in blue
